,catagory_name,sub_catagory_name,sum_bill_no
13790,GIRLS,GIRLS SET,dummy/190/212
13791,GIRLS,GIRLS SET,dummy/190/149
13792,GIRLS,GIRLS SET,dummy/196/499
13793,GIRLS,DRESS,dummy/202/69
13794,GIRLS,DRESS,dummy/203/174
13795,GIRLS,GIRLS SET,dummy/203/371
13796,GIRLS,GIRLS SET,dummy/203/514
13797,GIRLS,DRESS,dummy/205/249
13798,GIRLS,DRESS,dummy/207/330
13799,GIRLS,GIRLS SET,dummy/189/331
13800,GIRLS,DRESS,dummy/195/364
13801,GIRLS,DRESS,dummy/195/364
13802,GIRLS,GIRLS SET,dummy/196/158
13803,GIRLS,DRESS,dummy/201/12
13804,GIRLS,DRESS,dummy/202/273
13805,GIRLS,GIRLS SET,dummy/204/305
13806,GIRLS,SKIRT,dummy/207/80
13807,GIRLS,DRESS,dummy/207/241
13808,GIRLS,GIRLS SET,dummy/188/68
13809,GIRLS,DRESS,dummy/203/312
13810,GIRLS,GIRLS SET,dummy/204/554
13811,GIRLS,GIRLS SET,dummy/204/557
13812,GIRLS,DRESS,dummy/207/248
13813,GIRLS,CAPRI,dummy/207/292
13814,GIRLS,GIRLS SET,dummy/207/273
13815,GIRLS,FROCK,dummy/207/495
13816,GIRLS,DRESS,dummy/195/65
13817,GIRLS,GIRLS SET,dummy/196/169
13818,GIRLS,GIRLS SET,dummy/203/77
13819,GIRLS,DRESS,dummy/203/200
13820,GIRLS,DRESS,dummy/205/445
13821,GIRLS,GIRLS SET,dummy/207/190
13822,GIRLS,DRESS,dummy/207/363
13823,GIRLS,DRESS,dummy/194/333
13824,GIRLS,GIRLS SET,dummy/198/2
13825,GIRLS,GIRLS SET,dummy/203/333
13826,GIRLS,DRESS,dummy/204/103
13827,GIRLS,DRESS,dummy/207/206
13828,GIRLS,DRESS,dummy/207/491
13829,GIRLS,DRESS,dummy/207/386
13830,GIRLS,WESTURN,dummy/192/98
13831,GIRLS,FROCK,dummy/194/55
13832,GIRLS,GIRLS SET,dummy/197/214
13833,GIRLS,DANGRI,dummy/203/154
13834,GIRLS,GIRLS SET,dummy/204/168
13835,GIRLS,DRESS,dummy/207/580
13836,GIRLS,SKIRT,dummy/208/351
13837,GIRLS,GIRLS SET,dummy/208/4
13838,GIRLS,JEANS,dummy/197/189
13839,GIRLS,JEANS,dummy/201/177
13840,GIRLS,DRESS,dummy/204/374
13841,GIRLS,DRESS,dummy/204/195
13842,GIRLS,DRESS,dummy/208/560
13843,GIRLS,GIRLS SET,dummy/208/768
13844,GIRLS,GIRLS SET,dummy/190/247
13845,GIRLS,DRESS,dummy/193/305
13846,GIRLS,DRESS,dummy/193/305
13847,GIRLS,GIRLS SET,dummy/193/306
13848,GIRLS,DRESS,dummy/202/29
13849,GIRLS,LACHA,dummy/204/402
13850,GIRLS,GIRLS SET,dummy/204/409
13851,GIRLS,DRESS,dummy/208/734
13852,GIRLS,GIRLS SET,dummy/208/117
13853,GIRLS,GIRLS SET,dummy/195/102
13854,GIRLS,GIRLS SET,dummy/175/222
13855,GIRLS,GIRLS SET,dummy/176/170
13856,GIRLS,GIRLS SET,dummy/181/167
13857,GIRLS,GIRLS SET,dummy/182/67
13858,GIRLS,DANGRI,dummy/182/113
13859,GIRLS,TOP SET,dummy/187/1
13860,GIRLS,GIRLS SET,dummy/185/8
13861,GIRLS,GIRLS SET,dummy/185/258
13862,GIRLS,FROCK,dummy/175/259
13863,GIRLS,GIRLS SET,dummy/185/170
13864,GIRLS,GIRLS SET,dummy/172/91
13865,GIRLS,JEANS,dummy/185/230
13866,GIRLS,GIRLS SET,dummy/186/196
13867,GIRLS,GIRLS SET,dummy/186/199
13868,GIRLS,JEANS,dummy/187/14
13869,GIRLS,GIRLS SET,dummy/209/594
13870,GIRLS,GIRLS SET,dummy/209/105
13871,GIRLS,GIRLS SET,dummy/216/188
13872,GIRLS,JEANS,dummy/209/188
13873,GIRLS,LACHA,dummy/220/31
13874,GIRLS,FROCK,dummy/209/910
13875,GIRLS,GIRLS SET,dummy/209/172
13876,GIRLS,LACHA,dummy/215/207
13877,GIRLS,GIRLS SET,dummy/222/75
13878,GIRLS,GIRLS SET,dummy/208/865
13879,GIRLS,WESTURN,dummy/209/572
13880,GIRLS,GIRLS SET,dummy/209/801
13881,GIRLS,GIRLS SET,dummy/224/123
13882,GIRLS,GIRLS SET,dummy/223/105
13883,GIRLS,LEGGINGS,dummy/234/33
13884,GIRLS,FROCK,dummy/221/160
13885,GIRLS,FROCK,dummy/244/63
13886,GIRLS,GIRLS SET,dummy/209/786
13887,GIRLS,GIRLS SET,dummy/224/161
13888,GIRLS,GIRLS ASSO,dummy/226/218
13889,GIRLS,GIRLS SET,dummy/214/199
13890,GIRLS,GIRLS ASSO,dummy/226/277
13891,GIRLS,GIRLS SET,dummy/247/47
13892,GIRLS,GIRLS SET,dummy/241/25
13893,GIRLS,GIRLS SET,dummy/202/284
13894,GIRLS,GIRLS ASSO,dummy/205/553
13895,GIRLS,GIRLS SET,dummy/189/188
13896,GIRLS,GIRLS SET,dummy/204/439
13897,GIRLS,GIRLS SET,dummy/205/365
13898,GIRLS,FROCK,dummy/187/256
13899,GIRLS,GIRLS SET,dummy/189/101
13900,GIRLS,GIRLS SET,dummy/193/17
13901,GIRLS,GIRLS SET,dummy/194/86
13902,GIRLS,LACHA,dummy/196/131
13903,GIRLS,JEANS,dummy/201/230
13904,GIRLS,FROCK,dummy/206/459
13905,GIRLS,GIRLS SET,dummy/196/265
13906,GIRLS,GIRLS SET,dummy/199/251
13907,GIRLS,JEANS,dummy/204/527
13908,GIRLS,TOP SET,dummy/208/787
13909,GIRLS,GIRLS SET,dummy/196/175
13910,GIRLS,GIRLS SET,dummy/202/378
13911,GIRLS,GIRLS SET,dummy/208/731
13912,GIRLS,GIRLS SET,dummy/192/59
13913,GIRLS,LACHA,dummy/196/94
13914,GIRLS,GIRLS SET,dummy/201/109
13915,GIRLS,GIRLS SET,dummy/202/50
13916,GIRLS,TOP SET,dummy/187/210
13917,GIRLS,TOP SET,dummy/192/104
13918,GIRLS,GIRLS SET,dummy/196/301
13919,GIRLS,GIRLS SET,dummy/206/387
13920,GIRLS,JEANS,dummy/206/126
13921,GIRLS,GIRLS SET,dummy/189/53
13922,GIRLS,JEANS,dummy/196/351
13923,GIRLS,JEANS,dummy/196/442
13924,GIRLS,TOP SET,dummy/196/525
13925,GIRLS,GIRLS SET,dummy/207/194
13926,GIRLS,GIRLS SET,dummy/196/248
13927,GIRLS,TOP SET,dummy/207/151
13928,GIRLS,GIRLS SET,dummy/207/24
13929,GIRLS,GIRLS SET,dummy/207/185
13930,GIRLS,GIRLS SET,dummy/191/95
13931,GIRLS,GIRLS SET,dummy/201/123
13932,GIRLS,FROCK,dummy/202/431
13933,GIRLS,GIRLS SET,dummy/202/441
13934,GIRLS,GIRLS SET,dummy/206/66
13935,GIRLS,GIRLS SET,dummy/201/33
13936,GIRLS,GIRLS SET,dummy/193/69
13937,GIRLS,GIRLS SET,dummy/199/228
13938,GIRLS,GIRLS SET,dummy/199/185
13939,GIRLS,GIRLS SET,dummy/203/62
13940,GIRLS,GIRLS SET,dummy/208/349
13941,GIRLS,TOP SET,dummy/188/123
13942,GIRLS,GIRLS SET,dummy/196/252
13943,GIRLS,WESTURN,dummy/197/61
13944,GIRLS,GIRLS SET,dummy/203/274
13945,GIRLS,GIRLS SET,dummy/204/208
13946,GIRLS,FROCK,dummy/195/333
13947,GIRLS,GIRLS SET,dummy/208/612
13948,GIRLS,GIRLS SET,dummy/191/41
13949,GIRLS,GIRLS SET,dummy/195/237
13950,GIRLS,FROCK,dummy/180/126
13951,GIRLS,GIRLS SET,dummy/186/12
13952,GIRLS,FROCK,dummy/182/195
13953,GIRLS,GIRLS SET,dummy/182/198
13954,GIRLS,FROCK,dummy/182/110
13955,GIRLS,GIRLS SET,dummy/183/186
13956,GIRLS,GIRLS SET,dummy/175/179
13957,GIRLS,FROCK,dummy/184/46
13958,GIRLS,GIRLS SET,dummy/183/75
13959,GIRLS,GIRLS SET,dummy/185/88
13960,GIRLS,GIRLS SET,dummy/175/63
13961,GIRLS,GIRLS SET,dummy/175/259
13962,GIRLS,GIRLS SET,dummy/185/367
13963,GIRLS,GIRLS SET,dummy/185/299
13964,GIRLS,GIRLS SET,dummy/176/59
13965,GIRLS,GIRLS SET,dummy/185/79
13966,GIRLS,GIRLS SET,dummy/185/310
13967,GIRLS,GIRLS SET,dummy/185/140
13968,GIRLS,FROCK,dummy/250/146
13969,GIRLS,GIRLS SET,dummy/253/122
13970,GIRLS,GIRLS ASSO,dummy/251/215
13971,GIRLS,GIRLS ASSO,dummy/252/197
13972,GIRLS,GIRLS SET,dummy/258/80
13973,GIRLS,GIRLS SET,dummy/252/410
13974,GIRLS,GIRLS ASSO,dummy/255/167
13975,GIRLS,GIRLS SET,dummy/250/47
13976,GIRLS,GIRLS SET,dummy/212/184
13977,GIRLS,GIRLS SET,dummy/209/636
13978,GIRLS,GIRLS SET,dummy/209/667
13979,GIRLS,JEANS,dummy/209/279
13980,GIRLS,TOP SET,dummy/224/245
13981,GIRLS,LEGGINGS,dummy/212/74
13982,GIRLS,GIRLS SET,dummy/217/260
13983,GIRLS,GIRLS SET,dummy/223/216
13984,GIRLS,SLEX,dummy/225/172
13985,GIRLS,JEANS,dummy/209/446
13986,GIRLS,GIRLS SET,dummy/212/84
13987,GIRLS,GIRLS SET,dummy/217/26
13988,GIRLS,JEANS,dummy/234/13
13989,GIRLS,JEANS,dummy/231/80
13990,GIRLS,GIRLS SET,dummy/212/102
13991,GIRLS,LEGGINGS,dummy/214/129
13992,GIRLS,GIRLS SET,dummy/214/110
13993,GIRLS,GIRLS SET,dummy/226/229
13994,GIRLS,FROCK,dummy/230/32
13995,GIRLS,GIRLS SET,dummy/209/644
13996,GIRLS,GIRLS SET,dummy/212/166
13997,GIRLS,FROCK,dummy/217/189
13998,GIRLS,JEANS,dummy/212/174
13999,GIRLS,CAPRI,dummy/203/468
14000,GIRLS,GIRLS SET,dummy/206/491
14001,GIRLS,GIRLS SET,dummy/192/273
14002,GIRLS,GIRLS SET,dummy/206/209
14003,GIRLS,GIRLS SET,dummy/187/56
14004,GIRLS,GIRLS SET,dummy/201/227
14005,GIRLS,GIRLS SET,dummy/206/459
14006,GIRLS,JEANS,dummy/203/498
14007,GIRLS,GIRLS SET,dummy/201/252
14008,GIRLS,LEGGINGS,dummy/203/136
14009,GIRLS,GIRLS SET,dummy/208/52
14010,GIRLS,GIRLS SET,dummy/198/255
14011,GIRLS,GIRLS SET,dummy/199/313
14012,GIRLS,LEGGINGS,dummy/201/279
14013,GIRLS,GIRLS SET,dummy/206/385
14014,GIRLS,GIRLS SET,dummy/197/142
14015,GIRLS,JEANS,dummy/203/265
14016,GIRLS,GIRLS SET,dummy/206/95
14017,GIRLS,GIRLS SET,dummy/208/141
14018,GIRLS,GIRLS SET,dummy/208/141
14019,GIRLS,GIRLS SET,dummy/196/96
14020,GIRLS,GIRLS SET,dummy/202/326
14021,GIRLS,CAPRI,dummy/203/150
14022,GIRLS,TOP SET,dummy/188/252
14023,GIRLS,GIRLS SET,dummy/205/249
14024,GIRLS,TOP SET,dummy/207/325
14025,GIRLS,FROCK,dummy/207/356
14026,GIRLS,JEANS,dummy/203/377
14027,GIRLS,JEANS,dummy/206/193
14028,GIRLS,GIRLS SET,dummy/191/49
14029,GIRLS,LEGGINGS,dummy/202/337
14030,GIRLS,JEANS,dummy/207/162
14031,GIRLS,GIRLS SET,dummy/189/238
14032,GIRLS,GIRLS SET,dummy/202/103
14033,GIRLS,GIRLS SET,dummy/188/92
14034,GIRLS,GIRLS SET,dummy/189/350
14035,GIRLS,GIRLS SET,dummy/192/150
14036,GIRLS,GIRLS SET,dummy/205/9
14037,GIRLS,GIRLS SET,dummy/191/122
14038,GIRLS,GIRLS SET,dummy/194/113
14039,GIRLS,GIRLS SET,dummy/194/55
14040,GIRLS,GIRLS SET,dummy/196/24
14041,GIRLS,GIRLS SET,dummy/196/37
14042,GIRLS,GIRLS SET,dummy/200/71
14043,GIRLS,GIRLS SET,dummy/200/131
14044,GIRLS,GIRLS SET,dummy/202/279
14045,GIRLS,GIRLS SET,dummy/203/339
14046,GIRLS,GIRLS SET,dummy/205/67
14047,GIRLS,GIRLS SET,dummy/198/38
14048,GIRLS,GIRLS SET,dummy/204/408
14049,GIRLS,GIRLS SET,dummy/208/380
14050,GIRLS,CAPRI,dummy/196/324
14051,GIRLS,JEANS,dummy/202/473
14052,GIRLS,GIRLS SET,dummy/202/511
14053,GIRLS,GIRLS SET,dummy/192/225
14054,GIRLS,GIRLS SET,dummy/195/250
14055,GIRLS,GIRLS SET,dummy/180/169
14056,GIRLS,LEGGINGS,dummy/182/99
14057,GIRLS,SLEX,dummy/187/1
14058,GIRLS,FROCK,dummy/187/162
14059,GIRLS,GIRLS SET,dummy/177/78
14060,GIRLS,GIRLS SET,dummy/181/28
14061,GIRLS,GIRLS SET,dummy/183/115
14062,GIRLS,FROCK,dummy/178/103
14063,GIRLS,LEGGINGS,dummy/184/150
14064,GIRLS,GIRLS SET,dummy/172/67
14065,GIRLS,GIRLS SET,dummy/184/155
14066,GIRLS,LEGGINGS,dummy/184/152
14067,GIRLS,SLEX,dummy/249/123
14068,GIRLS,TOP SET,dummy/250/73
14069,GIRLS,GIRLS ASSO,dummy/252/355
14070,GIRLS,WESTURN,dummy/208/158
14071,GIRLS,GIRLS SET,dummy/209/243
14072,GIRLS,GIRLS SET,dummy/219/150
14073,GIRLS,LOWER,dummy/238/18
14074,GIRLS,LACHA,dummy/226/191
14075,GIRLS,SWEAT SHIRT,dummy/228/1
14076,GIRLS,BABY SET,dummy/208/873
14077,GIRLS,GIRLS SET,dummy/217/122
14078,GIRLS,JEANS,dummy/210/163
14079,GIRLS,FROCK,dummy/224/78
14080,GIRLS,JEANS,dummy/209/830
14081,GIRLS,GIRLS SET,dummy/209/766
14082,GIRLS,GIRLS SET,dummy/232/101
14083,GIRLS,GIRLS SET,dummy/209/651
14084,GIRLS,GIRLS SET,dummy/225/86
14085,GIRLS,BABY SET,dummy/230/273
14086,GIRLS,GIRLS SET,dummy/243/112
14087,GIRLS,BABY SET,dummy/212/128
14088,GIRLS,FROCK,dummy/224/151
14089,GIRLS,TOP SET,dummy/231/373
14090,GIRLS,FROCK,dummy/244/67
14091,GIRLS,JEANS,dummy/226/218
14092,GIRLS,GIRLS SET,dummy/227/106
14093,GIRLS,GIRLS SET,dummy/210/334
14094,GIRLS,LOWER,dummy/224/180
14095,GIRLS,LOWER,dummy/227/231
14096,GIRLS,GIRLS SET,dummy/209/843
14097,GIRLS,GIRLS SET,dummy/209/563
14098,GIRLS,GIRLS SET,dummy/213/82
14099,GIRLS,GIRLS SET,dummy/224/199
14100,GIRLS,GIRLS SET,dummy/220/90
14101,GIRLS,GIRLS SET,dummy/244/112
14102,GIRLS,TOP SET,dummy/245/110
14103,GIRLS,GIRLS SET,dummy/206/282
14104,GIRLS,FROCK,dummy/196/369
14105,GIRLS,GIRLS SET,dummy/196/427
14106,GIRLS,GIRLS SET,dummy/205/428
14107,GIRLS,GIRLS SET,dummy/192/58
14108,GIRLS,GIRLS SET,dummy/202/73
14109,GIRLS,GIRLS SET,dummy/203/213
14110,GIRLS,GIRLS SET,dummy/203/369
14111,GIRLS,GIRLS SET,dummy/203/467
14112,GIRLS,LACHA,dummy/208/701
14113,GIRLS,GIRLS SET,dummy/189/109
14114,GIRLS,DANGRI,dummy/189/221
14115,GIRLS,TOP SET,dummy/197/278
14116,GIRLS,LACHA,dummy/197/278
14117,GIRLS,GIRLS SET,dummy/199/289
14118,GIRLS,GIRLS SET,dummy/204/465
14119,GIRLS,GIRLS SET,dummy/208/630
14120,GIRLS,GIRLS SET,dummy/194/258
14121,GIRLS,DANGRI,dummy/203/287
14122,GIRLS,GIRLS SET,dummy/206/262
14123,GIRLS,TOP SET,dummy/189/119
14124,GIRLS,GIRLS SET,dummy/196/502
14125,GIRLS,TOP SET,dummy/198/45
14126,GIRLS,TOP SET,dummy/202/248
14127,GIRLS,GIRLS SET,dummy/204/524
14128,GIRLS,GIRLS SET,dummy/208/708
14129,GIRLS,GIRLS SET,dummy/189/53
14130,GIRLS,JEANS,dummy/199/332
14131,GIRLS,GIRLS SET,dummy/201/112
14132,GIRLS,FROCK,dummy/196/154
14133,GIRLS,GIRLS SET,dummy/196/499
14134,GIRLS,GIRLS SET,dummy/203/173
14135,GIRLS,GIRLS SET,dummy/203/175
14136,GIRLS,GIRLS SET,dummy/204/124
14137,GIRLS,GIRLS SET,dummy/206/78
14138,GIRLS,GIRLS SET,dummy/207/346
14139,GIRLS,GIRLS SET,dummy/207/122
14140,GIRLS,TOP SET,dummy/192/106
14141,GIRLS,GIRLS SET,dummy/199/90
14142,GIRLS,DANGRI,dummy/206/439
14143,GIRLS,JEANS,dummy/189/64
14144,GIRLS,FROCK,dummy/196/169
14145,GIRLS,TOP SET,dummy/196/7
14146,GIRLS,GIRLS SET,dummy/196/8
14147,GIRLS,GIRLS SET,dummy/200/153
14148,GIRLS,GIRLS SET,dummy/203/74
14149,GIRLS,GIRLS SET,dummy/205/416
14150,GIRLS,MIDI,dummy/207/6
14151,GIRLS,GIRLS SET,dummy/207/484
14152,GIRLS,GIRLS SET,dummy/207/484
14153,GIRLS,GIRLS SET,dummy/201/157
14154,GIRLS,GIRLS SET,dummy/204/400
14155,GIRLS,FROCK,dummy/205/334
14156,GIRLS,FROCK,dummy/207/558
14157,GIRLS,GIRLS SET,dummy/191/176
14158,GIRLS,FROCK,dummy/194/60
14159,GIRLS,FROCK,dummy/194/113
14160,GIRLS,FROCK,dummy/194/55
14161,GIRLS,GIRLS SET,dummy/197/214
14162,GIRLS,FROCK,dummy/204/253
14163,GIRLS,GIRLS SET,dummy/205/358
14164,GIRLS,FROCK,dummy/196/252
14165,GIRLS,GIRLS SET,dummy/198/38
14166,GIRLS,GIRLS SET,dummy/202/132
14167,GIRLS,JEANS,dummy/208/73
14168,GIRLS,GIRLS SET,dummy/208/431
14169,GIRLS,GIRLS SET,dummy/208/467
14170,GIRLS,GIRLS SET,dummy/208/727
14171,GIRLS,TOP SET,dummy/200/197
14172,GIRLS,GIRLS SET,dummy/204/136
14173,GIRLS,DANGRI,dummy/205/97
14174,GIRLS,GIRLS SET,dummy/208/425
14175,GIRLS,GIRLS SET,dummy/208/423
14176,GIRLS,GIRLS SET,dummy/191/126
14177,GIRLS,TOP SET,dummy/192/225
14178,GIRLS,FROCK,dummy/175/220
14179,GIRLS,TOP SET,dummy/180/214
14180,GIRLS,MIDI,dummy/176/161
14181,GIRLS,GIRLS SET,dummy/179/32
14182,GIRLS,GIRLS SET,dummy/186/12
14183,GIRLS,TOP SET,dummy/181/178
14184,GIRLS,LOWER,dummy/182/201
14185,GIRLS,GIRLS SET,dummy/187/86
14186,GIRLS,GIRLS SET,dummy/183/186
14187,GIRLS,GIRLS SET,dummy/183/227
14188,GIRLS,FROCK,dummy/184/153
14189,GIRLS,GIRLS SET,dummy/176/111
14190,GIRLS,GIRLS SET,dummy/185/89
14191,GIRLS,GIRLS SET,dummy/180/184
14192,GIRLS,LOWER,dummy/250/84
14193,GIRLS,GIRLS SET,dummy/216/174
14194,GIRLS,GIRLS SET,dummy/232/75
14195,GIRLS,GIRLS SET,dummy/209/110
14196,GIRLS,GIRLS SET,dummy/223/270
14197,GIRLS,JEANS,dummy/231/306
14198,GIRLS,GIRLS SET,dummy/239/194
14199,GIRLS,TOP SET,dummy/221/245
14200,GIRLS,GIRLS SET,dummy/238/18
14201,GIRLS,TOP SET,dummy/209/221
14202,GIRLS,GIRLS SET,dummy/219/168
14203,GIRLS,GIRLS SET,dummy/219/179
14204,GIRLS,GIRLS SET,dummy/220/20
14205,GIRLS,TOP SET,dummy/234/103
14206,GIRLS,JEANS,dummy/234/103
14207,GIRLS,GIRLS SET,dummy/218/146
14208,GIRLS,GIRLS SET,dummy/220/68
14209,GIRLS,GIRLS SET,dummy/221/41
14210,GIRLS,JEANS,dummy/222/38
14211,GIRLS,GIRLS SET,dummy/227/241
14212,GIRLS,TOP SET,dummy/232/191
14213,GIRLS,JEANS,dummy/209/428
14214,GIRLS,GIRLS SET,dummy/214/191
14215,GIRLS,TOP SET,dummy/224/245
14216,GIRLS,MIDI,dummy/209/616
14217,GIRLS,GIRLS SET,dummy/212/59
14218,GIRLS,JEANS,dummy/219/12
14219,GIRLS,GIRLS SET,dummy/223/10
14220,GIRLS,FROCK,dummy/226/46
14221,GIRLS,MIDI,dummy/209/7
14222,GIRLS,GIRLS SET,dummy/238/266
14223,GIRLS,GIRLS SET,dummy/238/266
14224,GIRLS,TOP SET,dummy/241/191
14225,GIRLS,GIRLS SET,dummy/209/653
14226,GIRLS,GIRLS SET,dummy/210/120
14227,GIRLS,CAPRI,dummy/210/164
14228,GIRLS,GIRLS SET,dummy/218/114
14229,GIRLS,GIRLS SET,dummy/220/106
14230,GIRLS,GIRLS SET,dummy/227/148
14231,GIRLS,GIRLS SET,dummy/230/9
14232,GIRLS,GIRLS SET,dummy/237/97
14233,GIRLS,LEGGINGS,dummy/209/112
14234,GIRLS,FROCK,dummy/223/105
14235,GIRLS,TOP SET,dummy/231/114
14236,GIRLS,GIRLS SET,dummy/222/100
14237,GIRLS,GIRLS SET,dummy/223/120
14238,GIRLS,GIRLS SET,dummy/227/139
14239,GIRLS,GIRLS SET,dummy/214/128
14240,GIRLS,GIRLS SET,dummy/218/191
14241,GIRLS,GIRLS SET,dummy/238/154
14242,GIRLS,GIRLS SET,dummy/244/20
14243,GIRLS,JEANS,dummy/210/148
14244,GIRLS,GIRLS SET,dummy/222/116
14245,GIRLS,GIRLS SET,dummy/222/117
14246,GIRLS,GIRLS SET,dummy/227/34
14247,GIRLS,LEGGINGS,dummy/238/318
14248,GIRLS,GIRLS SET,dummy/226/235
14249,GIRLS,GIRLS SET,dummy/227/185
14250,GIRLS,LEGGINGS,dummy/232/35
14251,GIRLS,GIRLS SET,dummy/209/478
14252,GIRLS,GIRLS SET,dummy/217/270
14253,GIRLS,FROCK,dummy/231/205
14254,GIRLS,LEGGINGS,dummy/210/224
14255,GIRLS,JEANS,dummy/247/149
14256,GIRLS,GIRLS SET,dummy/240/19
14257,GIRLS,MIDI,dummy/204/163
14258,GIRLS,TOP SET,dummy/192/83
14259,GIRLS,GIRLS SET,dummy/201/36
14260,GIRLS,TOP SET,dummy/202/151
14261,GIRLS,GIRLS SET,dummy/204/372
14262,GIRLS,GIRLS SET,dummy/205/343
14263,GIRLS,GIRLS SET,dummy/205/376
14264,GIRLS,JEANS,dummy/205/493
14265,GIRLS,TOP SET,dummy/189/20
14266,GIRLS,GIRLS SET,dummy/192/58
14267,GIRLS,GIRLS SET,dummy/199/66
14268,GIRLS,GIRLS SET,dummy/202/157
14269,GIRLS,GIRLS SET,dummy/206/336
14270,GIRLS,GIRLS SET,dummy/189/102
14271,GIRLS,TOP SET,dummy/189/145
14272,GIRLS,TOP SET,dummy/195/117
14273,GIRLS,FROCK,dummy/197/191
14274,GIRLS,GIRLS SET,dummy/203/202
14275,GIRLS,TOP SET,dummy/203/498
14276,GIRLS,GIRLS SET,dummy/195/348
14277,GIRLS,TOP SET,dummy/197/41
14278,GIRLS,FROCK,dummy/198/82
14279,GIRLS,GIRLS SET,dummy/199/297
14280,GIRLS,CAPRI,dummy/200/244
14281,GIRLS,GIRLS SET,dummy/201/232
14282,GIRLS,GIRLS SET,dummy/201/233
14283,GIRLS,CAPRI,dummy/202/257
14284,GIRLS,FROCK,dummy/202/40
14285,GIRLS,GIRLS SET,dummy/203/411
14286,GIRLS,TOP SET,dummy/205/480
14287,GIRLS,FROCK,dummy/189/303
14288,GIRLS,JEANS,dummy/192/46
14289,GIRLS,TOP SET,dummy/194/147
14290,GIRLS,GIRLS SET,dummy/194/151
14291,GIRLS,GIRLS SET,dummy/204/430
14292,GIRLS,GIRLS SET,dummy/205/303
14293,GIRLS,GIRLS SET,dummy/191/21
14294,GIRLS,LEGGINGS,dummy/192/104
14295,GIRLS,GIRLS SET,dummy/198/45
14296,GIRLS,GIRLS SET,dummy/202/319
14297,GIRLS,GIRLS SET,dummy/188/246
14298,GIRLS,GIRLS SET,dummy/190/211
14299,GIRLS,GIRLS SET,dummy/190/140
14300,GIRLS,MIDI,dummy/199/42
14301,GIRLS,GIRLS SET,dummy/204/311
14302,GIRLS,LEGGINGS,dummy/193/293
14303,GIRLS,TOP SET,dummy/194/182
14304,GIRLS,TOP SET,dummy/196/105
14305,GIRLS,CAPRI,dummy/202/38
14306,GIRLS,DENIM,dummy/203/349
14307,GIRLS,GIRLS SET,dummy/204/547
14308,GIRLS,LEGGINGS,dummy/207/194
14309,GIRLS,GIRLS SET,dummy/207/352
14310,GIRLS,FROCK,dummy/189/332
14311,GIRLS,FROCK,dummy/195/147
14312,GIRLS,GIRLS SET,dummy/201/68
14313,GIRLS,GIRLS SET,dummy/202/273
14314,GIRLS,GIRLS SET,dummy/206/383
14315,GIRLS,MIDI,dummy/207/292
14316,GIRLS,GIRLS SET,dummy/207/335
14317,GIRLS,FROCK,dummy/207/230
14318,GIRLS,GIRLS SET,dummy/193/292
14319,GIRLS,LEGGINGS,dummy/194/201
14320,GIRLS,FROCK,dummy/199/69
14321,GIRLS,GIRLS SET,dummy/203/199
14322,GIRLS,GIRLS SET,dummy/204/180
14323,GIRLS,MIDI,dummy/207/92
14324,GIRLS,GIRLS SET,dummy/207/378
14325,GIRLS,GIRLS SET,dummy/188/92
14326,GIRLS,GIRLS SET,dummy/197/269
14327,GIRLS,TOP SET,dummy/198/310
14328,GIRLS,FROCK,dummy/203/337
14329,GIRLS,GIRLS SET,dummy/205/290
14330,GIRLS,GIRLS SET,dummy/207/491
14331,GIRLS,GIRLS SET,dummy/207/490
14332,GIRLS,GIRLS SET,dummy/207/521
14333,GIRLS,CAPRI,dummy/194/55
14334,GIRLS,FROCK,dummy/201/340
14335,GIRLS,GIRLS SET,dummy/205/358
14336,GIRLS,CAPRI,dummy/207/512
14337,GIRLS,GIRLS SET,dummy/188/251
14338,GIRLS,TOP SET,dummy/188/158
14339,GIRLS,TOP SET,dummy/188/158
14340,GIRLS,LACHA,dummy/196/252
14341,GIRLS,GIRLS SET,dummy/204/415
14342,GIRLS,GIRLS SET,dummy/191/134
14343,GIRLS,GIRLS SET,dummy/192/197
14344,GIRLS,GIRLS SET,dummy/193/212
14345,GIRLS,GIRLS SET,dummy/195/102
14346,GIRLS,GIRLS SET,dummy/198/262
14347,GIRLS,GIRLS SET,dummy/202/23
14348,GIRLS,GIRLS SET,dummy/191/158
14349,GIRLS,FROCK,dummy/193/284
14350,GIRLS,GIRLS SET,dummy/195/237
14351,GIRLS,LEGGINGS,dummy/177/177
14352,GIRLS,GIRLS SET,dummy/178/54
14353,GIRLS,LEGGINGS,dummy/181/10
14354,GIRLS,GIRLS SET,dummy/185/50
14355,GIRLS,FROCK,dummy/182/210
14356,GIRLS,TOP SET,dummy/182/49
14357,GIRLS,GIRLS SET,dummy/184/189
14358,GIRLS,GIRLS SET,dummy/185/109
14359,GIRLS,CAPRI,dummy/177/87
14360,GIRLS,GIRLS SET,dummy/177/88
14361,GIRLS,GIRLS SET,dummy/185/205
14362,GIRLS,GIRLS SET,dummy/175/63
14363,GIRLS,GIRLS SET,dummy/176/129
14364,GIRLS,GIRLS SET,dummy/179/192
14365,GIRLS,GIRLS SET,dummy/185/58
14366,GIRLS,CAPRI,dummy/185/255
14367,GIRLS,GIRLS SET,dummy/185/119
14368,GIRLS,GIRLS SET,dummy/185/304
14369,GIRLS,LEGGINGS,dummy/175/162
14370,GIRLS,TOP SET,dummy/251/450
